dataset,problem,expected,predicted,is_correct,model_raw_output
decimal,23.18 - 74.12,-50.94,-50.94,True,-50.94
decimal,-31.58 + 95.18,63.6,64.6,False,64.6
decimal,-15.78 + 38.7,22.92,22.92,True,22.92
decimal,-39.82 + -70.68,-110.5,-90.5,False,-90.5
decimal,-81.94 + 30.76,-51.18,112.7,False,112.7
decimal,48.5 - 67.21,-18.71,-18.71,True,-18.71
decimal,-74.12 + -3.6,-77.72,-77.72,True,-77.72
decimal,-81.81 + 99.66,17.85,18.85,False,18.85
decimal,-7.29 - 6.94,-14.23,0.35,False,0.35
decimal,25.76 - 17.67,8.09,8.09,True,8.09
decimal,55.57 - 99.47,-43.9,-43.9,True,-43.9
decimal,70.87 - -72.04,142.91,-1.17,False,-1.17
decimal,57.14 - -18.23,75.37,78.97,False,78.97
decimal,-96.71 - 31.8,-128.51,64.91,False,64.91
decimal,-11.83 - -53.24,41.41,-41.41,False,-41.41
decimal,-28.11 + -38.44,-66.55,-66.55,True,-66.55
decimal,50.11 - 51.75,-1.64,-1.64,True,-1.64
decimal,15.26 + -82.85,-67.59,-67.59,True,-67.59
decimal,93.16 - 13.95,79.21,79.21,True,79.21
decimal,-72.76 - 84.04,-156.8,-11.28,False,-11.28
decimal,76.66 - 42.45,34.21,34.21,True,34.21
decimal,81.03 + -50.91,30.12,30.12,True,30.12
decimal,-96.62 - -62.84,-33.78,33.78,False,33.78
decimal,-56.04 + 71.12,15.08,14.08,False,14.08
decimal,-19.58 + -56.11,-75.69,-75.69,True,-75.69
decimal,-95.92 - -25.84,-70.08,69.08,False,69.08
decimal,-24.09 + -20.49,-44.58,3.6,False,3.6
decimal,65.39 + -34.88,30.51,30.51,True,30.51
decimal,21.23 + 60.28,81.51,81.51,True,81.51
decimal,-44.15 - -98.41,54.26,-54.56,False,-54.56
decimal,-54.63 - 59.24,-113.87,-104.87,False,-104.87
decimal,-70.51 - -31.87,-38.64,38.64,False,38.64
decimal,-93.24 - 36.41,-129.65,-129.65,True,-129.65
decimal,59.94 - -86.01,145.95,-26.07,False,-26.07
decimal,-1.82 - -77.53,75.71,-76.71,False,-76.71
decimal,2.82 - -67.06,69.88,-64.24,False,-64.24
decimal,27.07 + -60.82,-33.75,-33.75,True,-33.75
decimal,61.56 + 35.85,97.41,97.41,True,97.41
decimal,94.35 - 89.1,5.25,5.25,True,5.25
decimal,-11.35 - 61.01,-72.36,-71.36,False,-71.36
decimal,-60.66 + -55.77,-116.43,-116.43,True,-116.43
decimal,-28.83 - -51.21,22.38,-23.38,False,-23.38
decimal,-65.06 + 51.65,-13.41,-13.41,True,-13.41
decimal,-17.54 - -73.16,55.62,-55.62,False,-55.62
decimal,19.08 + -28.65,-9.57,-9.57,True,-9.57
decimal,-28.79 - 3.46,-32.25,-32.25,True,-32.25
decimal,12.94 + -41.26,-28.32,-28.32,True,-28.32
decimal,-62.67 + -15.01,-77.68,-77.68,True,-77.68
decimal,46.33 + -62.95,-16.62,-16.62,True,-16.62
decimal,23.37 - 78.28,-54.91,-54.91,True,-54.91
decimal,39.2 - -7.69,46.89,31.51,False,31.51
decimal,-95.19 + -68.87,-164.06,-164.06,True,-164.06
decimal,28.98 + 67.16,96.14,96.14,True,96.14
decimal,-76.03 - -46.88,-29.15,29.15,False,29.15
decimal,-68.53 + -24.66,-93.19,-93.19,True,-93.19
decimal,-66.81 - 54.65,-121.46,11.16,False,11.16
decimal,80.25 + 1.76,82.01,81.01,False,81.01
decimal,70.77 - -34.6,105.37,36.17,False,36.17
decimal,72.64 - 63.05,9.59,9.59,True,9.59
decimal,0.96 + -57.34,-56.38,-56.38,True,-56.38
decimal,42.41 - 25.12,17.29,17.29,True,17.29
decimal,-1.88 + 65.32,63.44,63.44,True,63.44
decimal,-31.11 + -79.28,-110.39,-110.39,True,-110.39
decimal,-0.67 + -80.72,-81.39,-81.39,True,-81.39
decimal,-58.23 - -73.52,15.29,-15.29,False,-15.29
decimal,66.83 + -25.15,41.68,41.68,True,41.68
decimal,8.19 + 88.75,96.94,96.94,True,96.94
decimal,48.99 + 49.57,98.56,98.56,True,98.56
decimal,-21.5 - -40.9,19.4,-21.5,False,-21.5 + 40.
decimal,-91.48 - 95.64,-187.12,-4.16,False,-4.16
decimal,-57.9 + -35.63,-93.53,-93.53,True,-93.53
decimal,-24.79 - 93.88,-118.67,-117.67,False,-117.67
decimal,69.05 + -42.39,26.66,26.66,True,26.66
decimal,49.18 + 37.49,86.67,86.67,True,86.67
decimal,-35.94 + 62.3,26.36,26.36,True,26.36
decimal,-77.37 + -33.39,-110.76,-110.76,True,-110.76
decimal,2.12 + -37.07,-34.95,-34.95,True,-34.95
decimal,-42.05 - 96.45,-138.5,-138.5,True,-138.5
decimal,92.31 - -59.51,151.82,32.8,False,32.8
decimal,75.02 - 12.47,62.55,62.55,True,62.55
decimal,-60.93 - 49.1,-110.03,-110.03,True,-110.03
decimal,-92.16 + 98.98,6.82,106.14,False,106.14
decimal,-2.51 + -63.34,-65.85,-65.85,True,-65.85
decimal,-74.57 + 28.88,-45.69,3.31,False,3.31
decimal,98.65 - 36.37,62.28,62.28,True,62.28
decimal,-84.56 + -77.62,-162.18,-102.18,False,-102.18
decimal,-14.78 + 11.31,-3.47,-3.47,True,-3.47
decimal,-5.72 + 69.41,63.69,63.69,True,63.69
decimal,61.68 - 82.75,-21.07,-21.07,True,-21.07
decimal,-65.14 + 17.25,-47.89,-47.89,True,-47.89
decimal,-9.26 + 2.18,-7.08,-7.08,True,-7.08
decimal,30.24 + 12.88,43.12,43.12,True,43.12
decimal,47.61 - 64.7,-17.09,-17.09,True,-17.09
decimal,73.52 + 24.71,98.23,98.23,True,98.23
decimal,-17.18 - 37.68,-54.86,-60.48,False,-60.48
decimal,-19.11 - -6.91,-12.2,12.2,False,12.2
decimal,-43.86 - 11.82,-55.68,31.04,False,31.04
decimal,-17.07 + -70.48,-87.55,-87.55,True,-87.55
decimal,-38.29 + 24.59,-13.7,2.3,False,2.3
decimal,-12.19 - 88.14,-100.33,-100.33,True,-100.33
decimal,7.09 + 0.51,7.6,7.6,True,7.6
decimal,-43.54 - -69.9,26.36,13.36,False,13.36
decimal,-18.49 - -3.13,-15.36,15.36,False,15.36
decimal,56.33 + -34.99,21.34,21.34,True,21.34
decimal,-82.24 - 33.61,-115.85,48.63,False,48.63
decimal,-14.65 - -63.47,48.82,-48.17,False,-48.17
decimal,51.51 - 18.73,32.78,32.78,True,32.78
decimal,75.51 + -5.77,69.74,69.74,True,69.74
decimal,61.53 - -33.62,95.15,27.91,False,27.91
decimal,-73.49 + -83.52,-157.01,-116.01,False,-116.01
decimal,-60.76 + -41.22,-101.98,-19.54,False,-19.54
decimal,39.81 - 90.86,-51.05,-51.05,True,-51.05
decimal,-23.14 - -71.4,48.26,-48.54,False,-48.54
decimal,-51.71 - 21.12,-72.83,-72.83,True,-72.83
decimal,53.1 - -39.88,92.98,13.22,False,13.22
decimal,99.82 + -22.03,77.79,77.79,True,77.79
decimal,-7.84 - -89.93,82.09,-82.09,False,-82.09
decimal,20.2 + -7.83,12.37,12.37,True,12.37
decimal,31.29 - -47.87,79.16,-16.58,False,-16.58
decimal,-6.0 + 51.49,45.49,45.49,True,45.49
decimal,1.88 - 80.75,-78.87,8.13,False,8.13
decimal,-13.9 + -68.22,-82.12,-81.12,False,-81.12
decimal,35.84 - 52.41,-16.57,-16.57,True,-16.57
decimal,-24.75 - -39.72,14.97,-15.02,False,-15.02
decimal,56.29 - -77.46,133.75,-21.17,False,-21.17
decimal,73.54 - 84.51,-10.97,-10.97,True,-10.97
decimal,-19.86 + -11.8,-31.66,-31.66,True,-31.66
decimal,-16.99 + 30.57,13.58,5.58,False,5.58
decimal,-41.44 + -48.25,-89.69,-87.69,False,-87.69
decimal,-66.25 + -52.4,-118.65,-118.65,True,-118.65
decimal,-93.43 + 68.78,-24.65,62.21,False,62.21
decimal,83.74 - 71.66,12.08,12.08,True,12.08
decimal,-88.24 - -25.31,-62.93,63.93,False,63.93
decimal,35.99 + 49.16,85.15,85.15,True,85.15
decimal,1.32 + -81.53,-80.21,-80.21,True,-80.21
decimal,96.5 - 89.4,7.1,7.1,True,7.1
decimal,54.49 - 69.19,-14.7,-14.7,True,-14.7
decimal,-10.13 + 99.87,89.74,89.74,True,89.74
decimal,85.95 + -80.25,5.7,5.7,True,5.7
decimal,-63.1 - -37.1,-26.0,26.0,False,26
decimal,-55.45 + 12.14,-43.31,-43.31,True,-43.31
decimal,35.81 - -51.18,86.99,-16.37,False,-16.37
decimal,-75.76 - 5.42,-81.18,-80.18,False,-80.18
decimal,30.98 - -13.11,44.09,18.87,False,18.87
decimal,-79.37 + -2.46,-81.83,-81.83,True,-81.83
decimal,60.03 - 65.46,-5.43,-5.43,True,-5.43
decimal,73.64 + -32.41,41.23,41.23,True,41.23
decimal,87.02 + 23.58,110.6,110.6,True,110.6
decimal,-92.01 + -96.48,-188.49,-104.49,False,-104.49
decimal,74.63 + -78.99,-4.36,-4.36,True,-4.36
decimal,13.25 + 88.98,102.23,102.23,True,102.23
decimal,-6.81 + 98.09,91.28,92.28,False,92.28
decimal,-21.12 + 51.97,30.85,30.85,True,30.85
decimal,-95.92 - 46.72,-142.64,-142.64,True,-142.64
decimal,17.53 + 70.88,88.41,88.41,True,88.41
decimal,-50.92 + -8.13,-59.05,-59.05,True,-59.05
decimal,90.99 - -13.34,104.33,78.65,False,78.65
decimal,25.44 + -93.85,-68.41,-68.41,True,-68.41
decimal,79.9 - 6.71,73.19,73.19,True,73.19
decimal,90.5 + -15.51,74.99,75.99,False,75.99
decimal,-9.35 - -57.11,47.76,-47.76,False,-47.76
decimal,-52.39 - 88.68,-141.07,-36.29,False,-36.29
decimal,-38.85 + 83.61,44.76,45.76,False,45.76
decimal,-55.61 + 67.46,11.85,11.85,True,11.85
decimal,-8.97 - -68.55,59.58,23.58,False,23.58
decimal,82.23 - -78.1,160.33,4.13,False,4.13
decimal,-38.27 - -80.26,41.99,-42.03,False,-42.03
decimal,-10.95 + -58.27,-69.22,-68.22,False,-68.22
decimal,-56.53 - 52.71,-109.24,-3.82,False,-3.82
decimal,-97.54 - 53.72,-151.26,-51.18,False,-51.18
decimal,-35.59 + -96.78,-132.37,-132.37,True,-132.37
decimal,66.25 - 30.1,36.15,36.15,True,36.15
decimal,-1.39 - -26.31,24.92,13.92,False,13.92
decimal,24.31 + -5.07,19.24,19.24,True,19.24
decimal,-46.56 + 94.98,48.42,48.42,True,48.42
decimal,-11.49 + -29.03,-40.52,-40.52,True,-40.52
decimal,-4.5 - -27.0,22.5,12.5,False,12.5
decimal,88.66 + -46.13,42.53,42.53,True,42.53
decimal,55.27 + 34.16,89.43,89.43,True,89.43
decimal,-54.55 + 3.46,-51.09,-51.09,True,-51.09
decimal,56.34 - 24.03,32.31,32.31,True,32.31
decimal,39.71 - -96.57,136.28,-57.86,False,-57.86
decimal,-80.39 - -64.16,-16.23,16.23,False,16.23
decimal,20.39 - -39.22,59.61,-18.83,False,-18.83
decimal,-64.34 + -73.83,-138.17,-97.17,False,-97.17
decimal,38.5 + -97.6,-59.1,-59.1,True,-59.1
decimal,44.31 - -31.37,75.68,12.94,False,12.94
decimal,96.3 + -67.36,28.94,28.94,True,28.94
decimal,4.85 + -37.69,-32.84,-32.84,True,-32.84
decimal,86.54 - 86.03,0.51,0.51,True,0.51
decimal,-3.13 + 96.74,93.61,100.61,False,100.61
decimal,-13.46 - 2.11,-15.57,-15.57,True,-15.57
decimal,99.75 - 53.79,45.96,45.96,True,45.96
decimal,67.89 - -31.9,99.79,35.99,False,35.99
decimal,-28.93 - 1.71,-30.64,-30.64,True,-30.64
decimal,79.55 - 69.8,9.75,9.75,True,9.75
decimal,-83.96 - -24.17,-59.79,59.79,False,59.79
decimal,-59.96 - -11.33,-48.63,48.63,False,48.63
decimal,65.32 + -3.91,61.41,61.41,True,61.41
decimal,-25.35 + -71.24,-96.59,-96.59,True,-96.59
decimal,51.92 - -99.91,151.83,51.92,False,51.92 + 99.
decimal,-41.13 + -55.38,-96.51,-114.51,False,-114.51
decimal,-52.01 + 50.31,-1.7,2.3,False,2.3
decimal,-71.42 - -59.61,-11.81,11.81,False,11.81
decimal,-41.18 - -2.56,-38.62,38.62,False,38.62
decimal,-8.21 + -22.47,-30.68,-30.68,True,-30.68
decimal,94.05 + -26.19,67.86,67.86,True,67.86
decimal,64.95 - -22.96,87.91,41.99,False,41.99
decimal,-93.49 - -44.48,-49.01,49.01,False,49.01
decimal,-46.87 + 42.4,-4.47,-4.47,True,-4.47
decimal,98.93 - 71.45,27.48,27.48,True,27.48
decimal,-1.9 - 64.12,-66.02,-65.02,False,-65.02
decimal,33.94 + 37.63,71.57,71.57,True,71.57
decimal,93.41 + 90.83,184.24,184.24,True,184.24
decimal,-14.95 + 5.02,-9.93,-9.93,True,-9.93
decimal,12.32 + 12.1,24.42,24.42,True,24.42
decimal,-85.83 - -82.01,-3.82,3.82,False,3.82
decimal,79.82 + -62.87,16.95,16.95,True,16.95
decimal,-72.02 + 73.52,1.5,1.45,False,1.45
decimal,-6.78 - -94.23,87.45,80.45,False,80.45
decimal,-19.98 - 51.79,-71.77,-71.77,True,-71.77
decimal,48.93 - -64.61,113.54,-16.68,False,-16.68
decimal,99.67 + -19.9,79.77,79.77,True,79.77
decimal,-19.6 - -78.84,59.24,-98.44,False,-98.44
decimal,-36.27 - 63.92,-100.19,-27.65,False,-27.65
decimal,62.82 - 5.31,57.51,57.51,True,57.51
decimal,47.24 + -79.31,-32.07,-32.07,True,-32.07
decimal,77.44 - -23.43,100.87,54.01,False,54.01
decimal,70.24 - 72.96,-2.72,-2.72,True,-2.72
decimal,1.56 - -10.44,12.0,11.8,False,11.8
decimal,50.86 - -2.63,53.49,48.23,False,48.23
decimal,-75.74 - 8.09,-83.83,-83.83,True,-83.83
decimal,-41.19 - 96.37,-137.56,-137.56,True,-137.56
decimal,10.01 + -8.76,1.25,1.25,True,1.25
decimal,-69.41 - -80.19,10.78,10.82,False,10.82
decimal,-50.82 - -71.52,20.7,20.3,False,20.3
decimal,10.86 - 6.99,3.87,3.87,True,3.87
decimal,-96.17 - -31.33,-64.84,64.84,False,64.84
decimal,-64.28 - 92.33,-156.61,-116.61,False,-116.61
decimal,99.01 - -89.12,188.13,9.89,False,9.89
decimal,-87.47 - 91.68,-179.15,-104.15,False,-104.15
decimal,31.21 - -45.92,77.13,-13.71,False,-13.71
decimal,62.31 + -74.18,-11.87,-11.87,True,-11.87
decimal,-95.71 + -70.25,-165.96,-165.96,True,-165.96
decimal,38.59 + -74.76,-36.17,-36.17,True,-36.17
decimal,-28.19 - 56.29,-84.48,-84.48,True,-84.48
decimal,96.11 - -93.99,190.1,102.12,False,102.12
decimal,38.37 + 14.82,53.19,53.19,True,53.19
decimal,30.65 + -53.49,-22.84,-22.84,True,-22.84
decimal,27.33 + 23.67,51.0,51.0,True,51
decimal,-78.61 - 15.92,-94.53,-94.53,True,-94.53
decimal,34.17 + 22.5,56.67,56.67,True,56.67
decimal,-90.1 + 15.52,-74.58,5.42,False,5.42
decimal,35.93 + -80.37,-44.44,-44.44,True,-44.44
decimal,-49.4 - -52.01,2.61,-2.61,False,-2.61
decimal,-92.57 - -97.74,5.17,-5.17,False,-5.17
decimal,82.88 + 36.43,119.31,119.31,True,119.31
decimal,36.1 + -78.47,-42.37,-42.37,True,-42.37
decimal,-8.39 - 30.25,-38.64,-38.54,False,-38.54
decimal,-94.56 + -33.09,-127.65,-127.65,True,-127.65
decimal,98.11 - -2.42,100.53,95.69,False,95.69
decimal,-39.19 + -56.76,-95.95,-117.95,False,-117.95
decimal,83.73 + 50.21,133.94,133.94,True,133.94
decimal,-43.52 - 35.7,-79.22,7.82,False,7.82
decimal,-71.58 + -51.23,-122.81,-122.81,True,-122.81
decimal,-26.26 + 86.8,60.54,60.54,True,60.54
decimal,-79.94 + 50.39,-29.55,29.35,False,29.35
decimal,30.37 - -73.3,103.67,-42.93,False,-42.93
decimal,-12.63 - -48.91,36.28,-36.28,False,-36.28
decimal,-50.98 - 76.95,-127.93,-126.93,False,-126.93
decimal,11.77 - -25.55,37.32,36.32,False,36.32
decimal,2.0 + 14.29,16.29,16.29,True,16.29
decimal,-40.64 - 12.65,-53.29,-53.29,True,-53.29
decimal,-63.39 - -62.29,-1.1,1.1,False,1.1
decimal,-15.16 - -72.56,57.4,57.4,True,57.4
decimal,92.14 + -58.65,33.49,33.49,True,33.49
decimal,-3.08 - -42.84,39.76,-39.76,False,-39.76
decimal,0.82 + 44.4,45.22,44.22,False,44.22
decimal,-13.21 - -10.02,-3.19,3.19,False,3.19
decimal,-81.46 + -80.68,-162.14,-160.14,False,-160.14
decimal,-4.51 + -94.0,-98.51,-98.51,True,-98.51
decimal,24.12 - 80.6,-56.48,-56.48,True,-56.48
decimal,97.18 - 71.05,26.13,26.13,True,26.13
decimal,32.96 - 34.38,-1.42,-1.42,True,-1.42
decimal,-77.65 - -1.63,-76.02,76.02,False,76.02
decimal,-49.1 + 70.92,21.82,21.82,True,21.82
decimal,-65.98 - -30.29,-35.69,35.69,False,35.69
decimal,36.88 - -16.63,53.51,20.25,False,20.25
decimal,-67.18 + -13.15,-80.33,-80.33,True,-80.33
decimal,9.25 - 67.8,-58.55,-58.55,True,-58.55
decimal,-94.48 + 42.91,-51.57,37.39,False,37.39
decimal,-22.58 + -76.39,-98.97,-98.97,True,-98.97
decimal,-31.1 - -28.54,-2.56,2.56,False,2.56
decimal,51.08 + 98.05,149.13,149.13,True,149.13
decimal,62.14 + -38.04,24.1,24.1,True,24.1
decimal,-91.05 - -23.39,-67.66,67.66,False,67.66
decimal,-20.45 - 9.18,-29.63,11.27,False,11.27
decimal,19.06 - -50.3,69.36,-30.24,False,-30.24
decimal,80.95 + 68.29,149.24,149.24,True,149.24
decimal,87.88 - 2.68,85.2,85.2,True,85.2
decimal,9.49 - -6.81,16.3,2.68,False,2.68
decimal,-51.18 - 57.46,-108.64,-8.28,False,-8.28
decimal,-85.48 + 23.49,-61.99,8.01,False,8.01
decimal,42.06 + -23.65,18.41,18.41,True,18.41
decimal,-91.64 + 21.31,-70.33,12.95,False,12.95
decimal,-72.35 + -17.34,-89.69,-89.69,True,-89.69
decimal,11.74 + 53.52,65.26,65.26,True,65.26
decimal,-90.28 - 96.39,-186.67,-106.07,False,-106.07
decimal,58.44 + -63.68,-5.24,-5.24,True,-5.24
decimal,-94.05 - 77.3,-171.35,16.75,False,16.75
decimal,-44.64 + 51.0,6.36,6.36,True,6.36
decimal,59.43 - -36.28,95.71,23.15,False,23.15
decimal,-87.9 + 89.56,1.66,1.81,False,1.81
decimal,76.63 - -35.36,111.99,41.27,False,41.27
decimal,43.49 - -82.51,126.0,-39.0,False,-39
decimal,-46.97 - 45.49,-92.46,-1.48,False,-1.48
decimal,-80.13 + -80.54,-160.67,-0.41,False,-0.41
decimal,66.43 + 86.92,153.35,153.35,True,153.35
decimal,-82.2 - -2.39,-79.81,80.81,False,80.81
decimal,77.08 - -35.8,112.88,41.28,False,41.28
decimal,45.99 - 17.4,28.59,28.59,True,28.59
decimal,-51.67 + -22.98,-74.65,-74.65,True,-74.65
decimal,35.89 - -37.27,73.16,-2.38,False,-2.38
decimal,12.33 - -43.01,55.34,-31.68,False,-31.68
decimal,62.25 - 88.6,-26.35,-26.35,True,-26.35
decimal,88.85 - -40.74,129.59,48.11,False,48.11
decimal,5.17 - 84.52,-79.35,-79.35,True,-79.35
decimal,59.76 - -4.0,63.76,59.76,False,59.76 + 4.
decimal,-90.83 + -87.29,-178.12,-178.12,True,-178.12
decimal,69.64 + -73.82,-4.18,-4.18,True,-4.18
decimal,-90.17 - 37.14,-127.31,-127.31,True,-127.31
decimal,90.43 - 66.18,24.25,24.25,True,24.25
decimal,16.9 - 43.61,-26.71,-26.71,True,-26.71
decimal,2.8 - 14.18,-11.38,-11.38,True,-11.38
decimal,29.89 + -48.75,-18.86,-18.86,True,-18.86
decimal,45.19 + -81.79,-36.6,-36.6,True,-36.6
decimal,14.29 + -34.62,-20.33,-20.33,True,-20.33
decimal,-76.3 + -70.52,-146.82,5.78,False,5.78
decimal,91.51 + -77.53,13.98,13.98,True,13.98
decimal,-54.7 - 97.26,-151.96,-142.96,False,-142.96
decimal,19.17 + 1.65,20.82,20.82,True,20.82
decimal,-73.61 - 84.27,-157.88,-110.88,False,-110.88
decimal,-11.74 - -23.21,11.47,-11.74,False,-11.74 + 23.
decimal,89.43 - 38.58,50.85,50.85,True,50.85
decimal,81.15 + -93.97,-12.82,-12.82,True,-12.82
decimal,75.08 + 80.77,155.85,155.85,True,155.85
decimal,-97.69 + 37.71,-59.98,35.4,False,35.4
decimal,-56.59 - 46.94,-103.53,-9.65,False,-9.65
decimal,-1.87 - 85.61,-87.48,-87.48,True,-87.48
decimal,-29.59 - 29.96,-59.55,-0.37,False,-0.37
decimal,-20.28 + 8.26,-12.02,-12.02,True,-12.02
decimal,-38.93 - 84.11,-123.04,-45.18,False,-45.18
decimal,33.2 + 16.48,49.68,49.68,True,49.68
decimal,-30.2 - -25.6,-4.6,4.6,False,4.6
decimal,-76.69 - -3.82,-72.87,72.87,False,72.87
decimal,-50.52 - -34.61,-15.91,15.91,False,15.91
decimal,77.91 - 76.03,1.88,1.88,True,1.88
decimal,-80.69 - 40.31,-121.0,-20.38,False,-20.38
decimal,49.35 - 22.44,26.91,26.91,True,26.91
decimal,-37.23 - 14.05,-51.28,-51.28,True,-51.28
decimal,73.05 + -62.09,10.96,10.96,True,10.96
decimal,-67.21 + -4.94,-72.15,-72.15,True,-72.15
decimal,-66.84 + 88.03,21.19,21.19,True,21.19
decimal,-60.44 - -90.03,29.59,-29.59,False,-29.59
decimal,2.27 - -24.94,27.21,-22.67,False,-22.67
decimal,-1.51 - 17.47,-18.98,-18.98,True,-18.98
decimal,55.43 + 40.47,95.9,95.9,True,95.9
decimal,59.71 + 72.4,132.11,132.11,True,132.11
decimal,71.99 + -48.93,23.06,22.06,False,22.06
decimal,-77.42 - 22.35,-99.77,-99.77,True,-99.77
decimal,75.92 - 19.36,56.56,56.56,True,56.56
decimal,-76.96 - -45.48,-31.48,31.48,False,31.48
decimal,-15.58 + -28.96,-44.54,-44.54,True,-44.54
decimal,21.99 - 5.59,16.4,16.4,True,16.4
decimal,-49.55 + 52.41,2.86,2.86,True,2.86
decimal,-99.96 - -59.8,-40.16,39.16,False,39.16
decimal,41.71 + 92.18,133.89,134.89,False,134.89
decimal,26.56 + -79.29,-52.73,-52.73,True,-52.73
decimal,-88.03 + 45.85,-42.18,33.18,False,33.18
decimal,93.69 - 77.65,16.04,16.04,True,16.04
decimal,-40.06 - -38.03,-2.03,1.97,False,1.97
decimal,99.83 - -0.36,100.19,99.83,False,99.83 + 0.
decimal,-89.25 - -89.32,0.07,0.07,True,0.07
decimal,62.69 + 39.71,102.4,102.4,True,102.4
decimal,-52.26 - 61.34,-113.6,-9.08,False,-9.08
decimal,-53.51 + 94.94,41.43,48.43,False,48.43
decimal,-29.65 - 7.86,-37.51,-37.51,True,-37.51
decimal,-79.63 - -36.97,-42.66,42.66,False,42.66
decimal,-86.48 - -73.04,-13.44,13.44,False,13.44
decimal,17.19 + 34.1,51.29,51.29,True,51.29
decimal,51.65 - 75.83,-24.18,-24.18,True,-24.18
decimal,-80.95 - -14.7,-66.25,65.25,False,65.25
decimal,-6.97 - 33.93,-40.9,-38.0,False,-38
decimal,-95.55 + 27.51,-68.04,12.96,False,12.96
decimal,-34.59 - 72.14,-106.73,-105.73,False,-105.73
