dataset,problem,expected,predicted,is_correct,model_raw_output
decimal,5.64 + 90.74,96.38,95.38,False,95.38
decimal,-87.27 + 92.38,5.11,5.11,True,5.11
decimal,-25.2 + 39.45,14.25,14.25,True,14.25
decimal,-8.18 + -21.78,-29.96,-29.96,True,-29.96
decimal,-10.21 - 29.77,-39.98,-39.98,True,-39.98
decimal,36.85 - -43.75,80.6,-2.9,False,-2.9
decimal,17.81 + 66.14,83.95,84.95,False,84.95
decimal,67.16 - -48.78,115.94,18.38,False,18.38
decimal,-4.58 - -99.68,95.1,-95.1,False,-95.1
decimal,5.29 + -55.28,-49.99,-49.99,True,-49.99
decimal,66.57 + -26.71,39.86,-39.14,False,-39.14
decimal,63.67 - 62.47,1.2,1.2,True,1.2
decimal,70.45 - -21.67,92.12,48.78,False,48.78
decimal,14.98 + 7.78,22.76,22.76,True,22.76
decimal,-26.61 - -93.15,66.54,-66.46,False,-66.46
decimal,26.13 - 26.86,-0.73,-0.73,True,-0.73
decimal,82.12 + -85.71,-3.59,-3.59,True,-3.59
decimal,35.51 - -64.59,100.1,-29.08,False,-29.08
decimal,-66.89 + -65.14,-132.03,1.15,False,1.15
decimal,-57.77 + 24.68,-33.09,-33.09,True,-33.09
decimal,-26.57 + 87.6,61.03,61.03,True,61.03
decimal,-70.62 + 46.16,-24.46,-24.46,True,-24.46
decimal,6.98 + -97.84,-90.86,-90.86,True,-90.86
decimal,92.18 - 17.9,74.28,74.28,True,74.28
decimal,-30.82 + -54.25,-85.07,-84.07,False,-84.07
decimal,18.79 - -99.91,118.7,18.79,False,18.79 + 99.
decimal,73.77 + -44.59,29.18,29.18,True,29.18
decimal,-49.75 + 41.16,-8.59,-8.59,True,-8.59
decimal,-49.82 + 90.82,41.0,40.99,False,40.99
decimal,25.38 - -31.47,56.85,-5.09,False,-5.09
decimal,9.94 - -27.78,37.72,17.12,False,17.12
decimal,-61.56 + -28.64,-90.2,-90.2,True,-90.2
decimal,48.61 - 51.72,-3.11,-3.11,True,-3.11
decimal,-17.9 - -10.15,-7.75,7.85,False,7.85
decimal,5.92 + -63.44,-57.52,-57.52,True,-57.52
decimal,-39.88 - -71.45,31.57,-32.57,False,-32.57
decimal,59.66 + 82.38,142.04,142.04,True,142.04
decimal,80.52 - 75.11,5.41,5.41,True,5.41
decimal,63.98 + -95.97,-31.99,-32.99,False,-32.99
decimal,94.02 + -69.45,24.57,24.57,True,24.57
decimal,76.53 - 25.21,51.32,51.32,True,51.32
decimal,68.38 - -76.67,145.05,8.29,False,8.29
decimal,-15.63 - 45.76,-61.39,-61.39,True,-61.39
decimal,68.74 - 61.31,7.43,7.43,True,7.43
decimal,39.39 + 44.06,83.45,83.45,True,83.45
decimal,-96.72 - 25.44,-122.16,71.28,False,71.28
decimal,-55.05 - 2.73,-57.78,-57.78,True,-57.78
decimal,-5.35 + 97.47,92.12,92.12,True,92.12
decimal,-30.83 - 81.19,-112.02,-112.02,True,-112.02
decimal,-13.6 + 26.33,12.73,12.73,True,12.73
decimal,78.46 - -97.6,176.06,-18.14,False,-18.14
decimal,26.75 + 48.95,75.7,75.7,True,75.7
decimal,69.39 + 92.47,161.86,161.86,True,161.86
decimal,-85.15 - -86.67,1.52,1.42,False,1.42
decimal,31.18 - -36.43,67.61,-5.25,False,-5.25
decimal,-82.21 - 53.47,-135.68,28.74,False,28.74
decimal,62.65 - -74.88,137.53,12.77,False,12.77
decimal,-96.89 - -58.11,-38.78,38.78,False,38.78
decimal,36.59 + 14.71,51.3,51.3,True,51.3
decimal,38.71 - 52.21,-13.5,-13.5,True,-13.5
decimal,10.43 + 9.78,20.21,20.21,True,20.21
decimal,-41.8 - 51.58,-93.38,-113.38,False,-113.38
decimal,-82.08 + 62.86,-19.22,-19.22,True,-19.22
decimal,19.18 + -98.74,-79.56,-79.56,True,-79.56
decimal,-85.02 + 45.25,-39.77,-39.77,True,-39.77
decimal,-12.04 - -93.17,81.13,119.23,False,119.23
decimal,45.87 - 17.82,28.05,27.05,False,27.05
decimal,-34.38 + 52.31,17.93,18.93,False,18.93
decimal,98.03 - 24.02,74.01,74.01,True,74.01
decimal,62.91 + 39.71,102.62,102.62,True,102.62
decimal,9.73 + -91.83,-82.1,-82.1,True,-82.1
decimal,48.0 + 95.48,143.48,143.48,True,143.48
decimal,-82.83 - -55.5,-27.33,27.33,False,27.33
decimal,53.99 - 6.79,47.2,47.2,True,47.2
decimal,-56.49 + 58.17,1.68,1.99,False,1.99
decimal,-15.06 + 0.69,-14.37,-14.37,True,-14.37
decimal,-80.2 + 88.02,7.82,8.82,False,8.82
decimal,-28.38 - 55.36,-83.74,-27.98,False,-27.98
decimal,-75.24 + 53.97,-21.27,28.73,False,28.73
decimal,36.54 - 36.33,0.21,0.21,True,0.21
decimal,-78.32 - -98.03,19.71,-20.71,False,-20.71
decimal,-92.06 - -48.88,-43.18,39.18,False,39.18
decimal,-43.12 + 29.8,-13.32,12.68,False,12.68
decimal,-90.47 - 70.88,-161.35,-161.35,True,-161.35
decimal,61.01 - 5.35,55.66,55.66,True,55.66
decimal,-68.25 + 93.25,25.0,25.0,True,25
decimal,48.15 - -52.03,100.18,-4.88,False,-4.88
decimal,20.71 - -77.3,98.01,-56.59,False,-56.59
decimal,95.42 - 61.19,34.23,34.23,True,34.23
decimal,-89.84 - -98.38,8.54,-10.54,False,-10.54
decimal,64.64 + 94.37,159.01,158.01,False,158.01
decimal,-45.54 + 83.64,38.1,38.1,True,38.1
decimal,2.79 - 16.75,-13.96,-14.96,False,-14.96
decimal,50.07 - 22.82,27.25,27.25,True,27.25
decimal,40.43 + 66.28,106.71,106.71,True,106.71
decimal,96.87 - 2.48,94.39,94.39,True,94.39
decimal,98.73 - -53.31,152.04,45.42,False,45.42
decimal,-72.2 + 71.58,-0.62,1.42,False,1.42
decimal,27.7 - 44.26,-16.56,-16.56,True,-16.56
decimal,-34.24 - -75.96,41.72,58.72,False,58.72
decimal,87.8 + 61.74,149.54,149.54,True,149.54
decimal,85.45 + -8.53,76.92,76.92,True,76.92
decimal,84.54 + 87.69,172.23,172.23,True,172.23
decimal,6.25 - 94.78,-88.53,-88.53,True,-88.53
decimal,-94.51 - 35.8,-130.31,-130.31,True,-130.31
decimal,63.48 + -37.31,26.17,26.17,True,26.17
decimal,89.93 - 35.26,54.67,54.67,True,54.67
decimal,-35.16 - 54.86,-90.02,-19.7,False,-19.7
decimal,56.17 + 16.87,73.04,73.04,True,73.04
decimal,-19.46 + -16.82,-36.28,-34.28,False,-34.28
decimal,-24.12 - -8.12,-16.0,16.0,False,16
decimal,-54.34 + -77.07,-131.41,-123.41,False,-123.41
decimal,20.27 + -25.48,-5.21,-5.21,True,-5.21
decimal,-77.59 - -86.36,8.77,8.21,False,8.21
decimal,-84.38 + -75.16,-159.54,9.22,False,9.22
decimal,-41.9 - -29.88,-12.02,11.02,False,11.02
decimal,28.88 - 66.42,-37.54,-37.54,True,-37.54
decimal,-76.95 - 83.87,-160.82,-107.82,False,-107.82
decimal,-11.64 - 72.81,-84.45,-84.45,True,-84.45
decimal,66.64 + -35.84,30.8,30.8,True,30.8
decimal,-2.89 - 38.1,-40.99,-40.99,True,-40.99
decimal,51.79 - -17.82,69.61,33.97,False,33.97
decimal,-41.59 + 30.96,-10.63,10.37,False,10.37
decimal,-79.45 + 14.45,-65.0,-65.0,True,-65
decimal,-91.1 - -76.92,-14.18,14.18,False,14.18
decimal,-87.9 + 30.83,-57.07,18.03,False,18.03
decimal,95.98 - 28.12,67.86,67.86,True,67.86
decimal,-64.56 - 35.57,-100.13,-99.13,False,-99.13
decimal,-75.75 + 18.28,-57.47,-57.47,True,-57.47
decimal,9.5 - -71.95,81.45,-62.45,False,-62.45
decimal,23.1 + -81.22,-58.12,-58.12,True,-58.12
decimal,-76.87 + 81.63,4.76,4.76,True,4.76
decimal,-74.17 - 88.88,-163.05,-114.69,False,-114.69
decimal,57.24 - -47.86,105.1,9.38,False,9.38
decimal,-34.27 + 50.47,16.2,15.2,False,15.2
decimal,-76.42 + -98.91,-175.33,-173.33,False,-173.33
decimal,-55.88 - -81.47,25.59,25.61,False,25.61
decimal,-53.98 + -96.31,-150.29,-143.29,False,-143.29
decimal,-10.14 - 64.67,-74.81,-74.81,True,-74.81
decimal,-42.59 + 94.41,51.82,52.82,False,52.82
decimal,-51.83 - -36.44,-15.39,15.39,False,15.39
decimal,-97.58 - 10.99,-108.57,-108.57,True,-108.57
decimal,52.27 + 81.62,133.89,133.89,True,133.89
decimal,91.99 - 17.94,74.05,73.05,False,73.05
decimal,-48.3 - -98.53,50.23,-50.83,False,-50.83
decimal,65.87 + 75.8,141.67,141.67,True,141.67
decimal,-75.51 - 81.15,-156.66,-5.64,False,-5.64
decimal,17.9 - -27.51,45.41,17.9,False,17.9 + 27.
decimal,74.29 - -81.75,156.04,-7.46,False,-7.46
decimal,93.91 - 78.32,15.59,15.59,True,15.59
decimal,97.7 + -54.07,43.63,43.63,True,43.63
decimal,-53.23 + 53.62,0.39,6.39,False,6.39
decimal,12.72 - -38.89,51.61,-25.17,False,-25.17
decimal,23.03 + 24.8,47.83,47.83,True,47.83
decimal,78.77 - -94.39,173.16,-16.62,False,-16.62
decimal,-98.66 - -56.21,-42.45,42.45,False,42.45
decimal,-98.99 + -18.69,-117.68,-117.68,True,-117.68
decimal,-78.48 - 1.98,-80.46,-80.46,True,-80.46
decimal,39.25 - 38.13,1.12,1.12,True,1.12
decimal,91.54 + 90.45,181.99,182.99,False,182.99
decimal,-4.89 + -27.33,-32.22,-31.22,False,-31.22
decimal,34.47 - -56.51,90.98,-22.04,False,-22.04
decimal,89.72 - 87.7,2.02,1.02,False,1.02
decimal,-60.31 + 11.47,-48.84,-48.84,True,-48.84
decimal,0.07 - 97.32,-97.25,-97.25,True,-97.25
decimal,85.71 - 90.59,-4.88,-4.88,True,-4.88
decimal,34.75 + 4.53,39.28,39.28,True,39.28
decimal,31.68 - 18.55,13.13,13.13,True,13.13
decimal,-35.46 + 2.44,-33.02,-33.02,True,-33.02
decimal,93.12 + 61.07,154.19,154.19,True,154.19
decimal,-31.58 - 8.19,-39.77,-39.77,True,-39.77
decimal,-35.95 - -92.12,56.17,-117.07,False,-117.07
decimal,1.64 + 6.24,7.88,7.88,True,7.88
decimal,12.45 + 94.89,107.34,107.34,True,107.34
decimal,38.31 - 24.02,14.29,14.29,True,14.29
decimal,-44.32 - 8.27,-52.59,-52.59,True,-52.59
decimal,-88.56 - 69.51,-158.07,19.05,False,19.05
decimal,-2.03 - 76.54,-78.57,-78.57,True,-78.57
decimal,52.7 - 85.23,-32.53,-32.53,True,-32.53
decimal,-55.44 - 32.46,-87.9,-87.9,True,-87.9
decimal,-96.59 + 99.5,2.91,195.09,False,195.09
decimal,-15.08 + -25.62,-40.7,-40.7,True,-40.7
decimal,-70.57 + -80.88,-151.45,-111.45,False,-111.45
decimal,89.61 - -0.74,90.35,88.87,False,88.87
decimal,-98.03 - 78.42,-176.45,-175.45,False,-175.45
decimal,90.32 + 66.22,156.54,56.54,False,56.54
decimal,-86.03 + -35.33,-121.36,50.7,False,50.7
decimal,93.55 + 28.83,122.38,122.38,True,122.38
decimal,95.29 + -52.98,42.31,42.31,True,42.31
decimal,-36.61 + 98.3,61.69,62.69,False,62.69
decimal,-81.47 + -36.14,-117.61,-117.61,True,-117.61
decimal,81.92 + -70.62,11.3,11.3,True,11.3
decimal,-60.87 - 51.41,-112.28,9.46,False,9.46
decimal,-97.62 - 8.97,-106.59,-106.59,True,-106.59
decimal,-43.14 - -61.65,18.51,-18.51,False,-18.51
decimal,41.31 - 67.59,-26.28,-26.28,True,-26.28
decimal,-88.73 + -56.59,-145.32,-32.14,False,-32.14
decimal,96.5 - 7.9,88.6,88.6,True,88.6
decimal,-96.36 - -13.96,-82.4,82.4,False,82.4
decimal,-80.5 + -45.38,-125.88,-125.88,True,-125.88
decimal,-65.18 + -51.06,-116.24,-14.12,False,-14.12
decimal,53.92 - 40.29,13.63,13.63,True,13.63
decimal,-56.38 + 17.01,-39.37,-39.37,True,-39.37
decimal,-99.54 - 49.85,-149.39,49.69,False,49.69
decimal,-95.23 + 80.99,-14.24,15.76,False,15.76
decimal,-70.76 - 10.89,-81.65,-81.65,True,-81.65
decimal,34.08 - -11.26,45.34,22.82,False,22.82
decimal,-40.71 - -71.33,30.62,-31.62,False,-31.62
decimal,-95.72 + -73.59,-169.31,-169.31,True,-169.31
decimal,-73.31 + -0.76,-74.07,-72.55,False,-72.55
decimal,-56.02 + -84.44,-140.46,-128.46,False,-128.46
decimal,-2.88 - -36.19,33.31,-34.31,False,-34.31
decimal,50.51 + -75.12,-24.61,-24.61,True,-24.61
decimal,28.41 - 42.89,-14.48,-14.48,True,-14.48
decimal,-3.52 + 58.73,55.21,62.21,False,62.21
decimal,31.96 - 1.21,30.75,30.75,True,30.75
decimal,-3.64 + 63.39,59.75,66.75,False,66.75
decimal,-29.97 + 28.18,-1.79,-1.79,True,-1.79
decimal,79.98 + -93.87,-13.89,-13.89,True,-13.89
decimal,43.89 + 76.72,120.61,120.61,True,120.61
decimal,77.79 - 68.22,9.57,9.57,True,9.57
decimal,-1.44 - -64.41,62.97,-63.97,False,-63.97
decimal,-60.71 + -24.76,-85.47,-85.47,True,-85.47
decimal,-30.9 + 60.25,29.35,29.35,True,29.35
decimal,-53.4 - -59.33,5.93,-5.93,False,-5.93
decimal,73.72 - 62.52,11.2,11.2,True,11.2
decimal,-31.44 - -80.8,49.36,10.36,False,10.36
decimal,10.08 + 54.57,64.65,64.65,True,64.65
decimal,28.97 + -13.1,15.87,15.87,True,15.87
decimal,76.7 + -35.07,41.63,41.63,True,41.63
decimal,60.28 + 74.18,134.46,134.46,True,134.46
decimal,-52.22 - 12.91,-65.13,39.31,False,39.31
decimal,-97.08 - 98.83,-195.91,-1.75,False,-1.75
decimal,82.21 + -17.87,64.34,64.34,True,64.34
decimal,48.67 - 25.23,23.44,23.44,True,23.44
decimal,97.57 + -24.96,72.61,72.61,True,72.61
decimal,81.79 - 66.28,15.51,15.51,True,15.51
decimal,70.06 + 64.75,134.81,134.81,True,134.81
decimal,-83.09 + 66.13,-16.96,-17.96,False,-17.96
decimal,-51.57 - 91.15,-142.72,-141.72,False,-141.72
decimal,-89.89 - 31.2,-121.09,-120.09,False,-120.09
decimal,60.68 - -76.8,137.48,-16.12,False,-16.12
decimal,55.78 + -61.73,-5.95,-5.95,True,-5.95
decimal,-88.82 - -39.54,-49.28,49.28,False,49.28
decimal,-26.18 + 77.6,51.42,51.42,True,51.42
decimal,-29.12 - -8.92,-20.2,20.2,False,20.2
decimal,70.61 + 40.49,111.1,111.1,True,111.1
decimal,26.37 + 40.35,66.72,66.72,True,66.72
decimal,-51.06 - 77.23,-128.29,-26.17,False,-26.17
decimal,-73.13 - -56.52,-16.61,16.61,False,16.61
decimal,-73.71 + 57.04,-16.67,30.29,False,30.29
decimal,-8.57 - -59.69,51.12,-51.12,False,-51.12
decimal,24.83 + 83.1,107.93,108.93,False,108.93
decimal,56.02 - 60.99,-4.97,-4.97,True,-4.97
decimal,83.01 - 36.09,46.92,46.92,True,46.92
decimal,-4.29 - -35.0,30.71,-30.71,False,-30.71
decimal,-59.6 + 45.97,-13.63,5.37,False,5.37
decimal,37.18 + -79.21,-42.03,-42.03,True,-42.03
decimal,99.67 + -75.26,24.41,24.41,True,24.41
decimal,-39.64 - 7.36,-47.0,-46.99,False,-46.99
decimal,96.04 + 13.76,109.8,109.8,True,109.80
decimal,93.18 - 36.68,56.5,56.5,True,56.5
decimal,-53.1 + -98.74,-151.84,-141.84,False,-141.84
decimal,94.27 + 42.43,136.7,136.7,True,136.7
decimal,-62.56 - 1.87,-64.43,-64.43,True,-64.43
decimal,22.38 + 50.35,72.73,72.73,True,72.73
decimal,67.0 - -67.22,134.22,-0.22,False,-0.22
decimal,40.91 - 47.31,-6.4,-6.4,True,-6.4
decimal,-12.68 + 20.11,7.43,-7.57,False,-7.57
decimal,-1.29 - -33.58,32.29,-32.29,False,-32.29
decimal,-89.2 + -17.69,-106.89,-106.89,True,-106.89
decimal,14.67 + 24.85,39.52,39.52,True,39.52
decimal,54.26 - -93.79,148.05,60.47,False,60.47
decimal,30.42 + -52.62,-22.2,-22.2,True,-22.2
decimal,11.0 + 66.64,77.64,77.64,True,77.64
decimal,-24.2 - 97.74,-121.94,-121.54,False,-121.54
decimal,-66.1 + 94.96,28.86,28.86,True,28.86
decimal,29.64 + 90.71,120.35,120.35,True,120.35
decimal,15.32 + -50.88,-35.56,-35.56,True,-35.56
decimal,87.36 + -60.69,26.67,26.67,True,26.67
decimal,29.08 + -21.03,8.05,8.05,True,8.05
decimal,29.0 - -99.33,128.33,29.0,False,29.0 + 99.
decimal,94.87 + 92.58,187.45,187.45,True,187.45
decimal,-18.83 - -30.57,11.74,-12.26,False,-12.26
decimal,-76.87 - -13.16,-63.71,63.71,False,63.71
decimal,-87.21 - -62.9,-24.31,24.31,False,24.31
decimal,70.99 - 40.74,30.25,30.25,True,30.25
decimal,31.7 - -43.5,75.2,-12.8,False,-12.8
decimal,-77.8 - 99.06,-176.86,-121.86,False,-121.86
decimal,36.32 - -91.88,128.2,-55.56,False,-55.56
decimal,-84.28 + -65.39,-149.67,19.89,False,19.89
decimal,26.15 - -4.56,30.71,21.59,False,21.59
decimal,55.8 + 90.27,146.07,146.07,True,146.07
decimal,75.34 + -45.37,29.97,29.97,True,29.97
decimal,-0.45 + 31.03,30.58,30.58,True,30.58
decimal,39.87 - 51.41,-11.54,-11.54,True,-11.54
decimal,15.4 + 10.85,26.25,26.25,True,26.25
decimal,-69.51 - -80.74,11.23,11.77,False,11.77
decimal,90.54 + -6.6,83.94,83.94,True,83.94
decimal,45.97 - 55.65,-9.68,-9.68,True,-9.68
decimal,-22.71 - -74.58,51.87,-52.87,False,-52.87
decimal,-67.43 - -58.3,-9.13,9.13,False,9.13
decimal,96.44 - 28.55,67.89,67.89,True,67.89
decimal,-99.38 + -35.63,-135.01,-133.01,False,-133.01
decimal,-9.39 + 67.96,58.57,76.57,False,76.57
decimal,-97.03 - 32.52,-129.55,64.51,False,64.51
decimal,-57.21 + 34.42,-22.79,-22.79,True,-22.79
decimal,-35.7 - 48.31,-84.01,-83.01,False,-83.01
decimal,60.95 - 70.76,-9.81,-9.81,True,-9.81
decimal,36.36 - -54.89,91.25,-17.53,False,-17.53
decimal,18.51 - 83.64,-65.13,-65.13,True,-65.13
decimal,-9.92 + 90.66,80.74,80.74,True,80.74
decimal,91.94 + 54.65,146.59,146.59,True,146.59
decimal,-67.6 - -55.81,-11.79,11.79,False,11.79
decimal,42.07 - -10.9,52.97,31.17,False,31.17
decimal,-93.35 - -8.53,-84.82,84.82,False,84.82
decimal,-43.33 + 42.6,-0.73,0.97,False,0.97
decimal,75.36 - 34.7,40.66,40.66,True,40.66
decimal,49.75 - -9.99,59.74,59.74,True,59.74
decimal,-18.29 - -80.33,62.04,-2.04,False,-2.04
decimal,-76.24 - -51.05,-25.19,25.19,False,25.19
decimal,81.94 - -93.04,174.98,89.0,False,89
decimal,-47.15 - 70.23,-117.38,-123.38,False,-123.38
decimal,86.72 + -45.29,41.43,41.43,True,41.43
decimal,-27.26 - 3.75,-31.01,-31.01,True,-31.01
decimal,-94.24 - 67.84,-162.08,26.4,False,26.4
decimal,-22.01 - 64.75,-86.76,-86.76,True,-86.76
decimal,89.11 - -72.22,161.33,16.89,False,16.89
decimal,0.87 + -15.91,-15.04,-15.04,True,-15.04
decimal,70.88 + -49.27,21.61,21.61,True,21.61
decimal,54.04 - 79.36,-25.32,-25.32,True,-25.32
decimal,22.81 - 98.62,-75.81,-75.81,True,-75.81
decimal,-71.74 + -60.06,-131.8,-31.8,False,-31.8
decimal,-31.49 + -27.26,-58.75,4.23,False,4.23
decimal,57.94 + 48.07,106.01,106.01,True,106.01
