dataset,problem,expected,predicted,is_correct,model_raw_output
integer,74 + -47,27.0,27.0,True,27
integer,80 - 31,49.0,49.0,True,49
integer,-99 - 87,-186.0,-12.0,False,-12
integer,7 - 49,-42.0,-42.0,True,-42
integer,-37 + 82,45.0,45.0,True,45
integer,-22 - -90,68.0,32.0,False,32
integer,-6 + 8,2.0,2.0,True,2
integer,-78 + 64,-14.0,-14.0,True,-14
integer,-66 - -12,-54.0,54.0,False,54
integer,3 - 11,-8.0,-8.0,True,-8
integer,28 + 53,81.0,81.0,True,81
integer,95 + 21,116.0,116.0,True,116
integer,-87 + -91,-178.0,-178.0,True,-178
integer,-16 - -98,82.0,14.0,False,14
integer,-7 + -17,-24.0,-24.0,True,-24
integer,-60 - -32,-28.0,28.0,False,28
integer,-63 + 41,-22.0,-22.0,True,-22
integer,-20 - -56,36.0,-36.0,False,-36
integer,-58 + 33,-25.0,-25.0,True,-25
integer,-84 - 48,-132.0,-132.0,True,-132
integer,13 + -47,-34.0,-34.0,True,-34
integer,-2 + -16,-18.0,-18.0,True,-18
integer,59 - 72,-13.0,-13.0,True,-13
integer,-12 - 79,-91.0,-91.0,True,-91
integer,-15 - -12,-3.0,3.0,False,3
integer,-49 - 65,-114.0,-114.0,True,-114
integer,48 + 56,104.0,104.0,True,104
integer,61 + -6,55.0,55.0,True,55
integer,-61 - -34,-27.0,27.0,False,27
integer,56 - -8,64.0,64.0,True,64
integer,49 + 93,142.0,142.0,True,142
integer,83 - 97,-14.0,-14.0,True,-14
integer,-72 - -54,-18.0,18.0,False,18
integer,-8 + 59,51.0,51.0,True,51
integer,23 + -60,-37.0,-37.0,True,-37
integer,17 + 1,18.0,18.0,True,18
integer,14 - 38,-24.0,-24.0,True,-24
integer,89 + -53,36.0,36.0,True,36
integer,48 + 25,73.0,73.0,True,73
integer,-17 + 3,-14.0,-14.0,True,-14
integer,8 - 45,-37.0,-37.0,True,-37
integer,61 + 10,71.0,71.0,True,71
integer,51 - 14,37.0,37.0,True,37
integer,68 - 8,60.0,60.0,True,60
integer,-91 - -56,-35.0,35.0,False,35
integer,87 - -67,154.0,20.0,False,20
integer,-60 + -11,-71.0,-71.0,True,-71
integer,22 - -72,94.0,50.0,False,50
integer,46 + 96,142.0,142.0,True,142
integer,-13 + -94,-107.0,-107.0,True,-107
integer,-35 - -44,9.0,21.0,False,21
integer,18 - 2,16.0,16.0,True,16
integer,47 - 46,1.0,1.0,True,1
integer,-84 - 4,-88.0,-88.0,True,-88
integer,40 - -8,48.0,48.0,True,48
integer,-67 - 24,-91.0,-91.0,True,-91
integer,-9 + -11,-20.0,-20.0,True,-20
integer,-63 + -71,-134.0,-134.0,True,-134
integer,18 - -28,46.0,46.0,True,46
integer,-74 + 64,-10.0,-10.0,True,-10
integer,87 - -1,88.0,86.0,False,86
integer,-94 - 44,-138.0,-138.0,True,-138
integer,19 + -7,12.0,12.0,True,12
integer,29 + -94,-65.0,-65.0,True,-65
integer,14 - 0,14.0,14.0,True,14
integer,66 - 33,33.0,33.0,True,33
integer,-9 - -3,-6.0,6.0,False,6
integer,-39 + 78,39.0,39.0,True,39
integer,-61 - -12,-49.0,49.0,False,49
integer,-19 + -38,-57.0,-57.0,True,-57
integer,39 + -43,-4.0,-4.0,True,-4
integer,-55 - -25,-30.0,30.0,False,30
integer,29 + 11,40.0,40.0,True,40
integer,94 - 29,65.0,65.0,True,65
integer,-27 + -32,-59.0,-59.0,True,-59
integer,23 - -2,25.0,21.0,False,21
integer,-47 - 84,-131.0,-131.0,True,-131
integer,49 - -6,55.0,43.0,False,43
integer,30 - -44,74.0,-14.0,False,-14
integer,55 - 7,48.0,48.0,True,48
integer,-73 + -21,-94.0,-94.0,True,-94
integer,-90 + -62,-152.0,-152.0,True,-152
integer,-48 - 54,-102.0,-6.0,False,-6
integer,-69 - -33,-36.0,36.0,False,36
integer,37 + -32,5.0,5.0,True,5
integer,-99 - -65,-34.0,34.0,False,34
integer,78 + 42,120.0,120.0,True,120
integer,41 + -66,-25.0,-25.0,True,-25
integer,-68 + -86,-154.0,-154.0,True,-154
integer,27 + 92,119.0,119.0,True,119
integer,59 + 44,103.0,103.0,True,103
integer,61 + 47,108.0,108.0,True,108
integer,30 - 58,-28.0,-28.0,True,-28
integer,-23 + -9,-32.0,-32.0,True,-32
integer,37 + -61,-24.0,-24.0,True,-24
integer,9 - -85,94.0,24.0,False,24
integer,-32 - 23,-55.0,-55.0,True,-55
integer,33 + -91,-58.0,-58.0,True,-58
integer,-47 + 82,35.0,35.0,True,35
integer,-97 + 65,-32.0,-32.0,True,-32
integer,46 + -61,-15.0,-15.0,True,-15
integer,48 + 7,55.0,55.0,True,55
integer,24 - 96,-72.0,-72.0,True,-72
integer,-56 + 3,-53.0,-53.0,True,-53
integer,-64 + 8,-56.0,-56.0,True,-56
integer,94 + 94,188.0,188.0,True,188
integer,97 + 33,130.0,130.0,True,130
integer,52 - 36,16.0,16.0,True,16
integer,67 - 90,-23.0,-23.0,True,-23
integer,-6 - -51,45.0,57.0,False,57
integer,87 + -71,16.0,16.0,True,16
integer,-50 + 19,-31.0,-31.0,True,-31
integer,-30 - 99,-129.0,-129.0,True,-129
integer,-48 + 25,-23.0,-23.0,True,-23
integer,89 + -42,47.0,47.0,True,47
integer,-87 - -55,-32.0,32.0,False,32
integer,-17 - 58,-75.0,-75.0,True,-75
integer,67 - -41,108.0,26.0,False,26
integer,-40 - -30,-10.0,10.0,False,10
integer,-82 + -2,-84.0,-84.0,True,-84
integer,-42 + 18,-24.0,-24.0,True,-24
integer,-3 - 26,-29.0,-29.0,True,-29
integer,-18 + 25,7.0,7.0,True,7
integer,-99 - 3,-102.0,-102.0,True,-102
integer,43 + 99,142.0,142.0,True,142
integer,80 + 70,150.0,150.0,True,150
integer,-92 - 11,-103.0,81.0,False,81
integer,-100 + 6,-94.0,-94.0,True,-94
integer,-71 - -36,-35.0,35.0,False,35
integer,-39 + -98,-137.0,-137.0,True,-137
integer,93 + 30,123.0,123.0,True,123
integer,-56 - 25,-81.0,-81.0,True,-81
integer,27 + 7,34.0,34.0,True,34
integer,-75 - -29,-46.0,46.0,False,46
integer,-81 - -25,-56.0,56.0,False,56
integer,-35 - -56,21.0,21.0,True,21
integer,45 - 84,-39.0,-39.0,True,-39
integer,-48 - -35,-13.0,13.0,False,13
integer,-31 - 49,-80.0,-80.0,True,-80
integer,-4 + 14,10.0,10.0,True,10
integer,-36 - -14,-22.0,22.0,False,22
integer,94 + -47,47.0,47.0,True,47
integer,-72 - -62,-10.0,10.0,False,10
integer,38 + -27,11.0,11.0,True,11
integer,-41 - -41,0.0,0.0,True,0
integer,91 - -17,108.0,14.0,False,14
integer,91 + 19,110.0,110.0,True,110
integer,0 + -95,-95.0,-95.0,True,-95
integer,52 + 52,104.0,104.0,True,104
integer,65 + 68,133.0,133.0,True,133
integer,97 + 40,137.0,137.0,True,137
integer,50 + -47,3.0,3.0,True,3
integer,-10 - 12,-22.0,-22.0,True,-22
integer,46 + -82,-36.0,-36.0,True,-36
integer,-80 + -38,-118.0,-118.0,True,-118
integer,-33 - -7,-26.0,26.0,False,26
integer,62 + 57,119.0,119.0,True,119
integer,-79 + -81,-160.0,-160.0,True,-160
integer,3 + 28,31.0,31.0,True,31
integer,-46 - 100,-146.0,-146.0,True,-146
integer,2 - 64,-62.0,-62.0,True,-62
integer,-69 + 100,31.0,31.0,True,31
integer,87 - 45,42.0,42.0,True,42
integer,13 + -67,-54.0,-54.0,True,-54
integer,66 - 74,-8.0,-8.0,True,-8
integer,70 - -19,89.0,91.0,False,91
integer,10 + 25,35.0,35.0,True,35
integer,6 + -69,-63.0,-63.0,True,-63
integer,68 - 34,34.0,34.0,True,34
integer,50 + -15,35.0,35.0,True,35
integer,36 + -16,20.0,20.0,True,20
integer,4 + 100,104.0,104.0,True,104
integer,-33 + -40,-73.0,-73.0,True,-73
integer,22 + -55,-33.0,-33.0,True,-33
integer,54 + 67,121.0,121.0,True,121
integer,-45 - -4,-41.0,41.0,False,41
integer,67 - -56,123.0,11.0,False,11
integer,80 - 48,32.0,32.0,True,32
integer,-30 + -73,-103.0,-103.0,True,-103
integer,-88 - 57,-145.0,-145.0,True,-145
integer,-23 + 88,65.0,65.0,True,65
integer,100 + -31,69.0,69.0,True,69
integer,7 - 36,-29.0,-29.0,True,-29
integer,2 + 61,63.0,63.0,True,63
integer,-14 - 5,-19.0,-19.0,True,-19
integer,-85 + -76,-161.0,-161.0,True,-161
integer,-29 + -1,-30.0,-30.0,True,-30
integer,-69 - -65,-4.0,4.0,False,4
integer,5 - -93,98.0,98.0,True,98
integer,-14 - -76,62.0,-62.0,False,-62
integer,-69 - -25,-44.0,44.0,False,44
integer,-21 + 51,30.0,30.0,True,30
integer,-73 + -60,-133.0,-13.0,False,-13
integer,71 - -16,87.0,95.0,False,95
integer,-68 + 12,-56.0,-56.0,True,-56
integer,19 - 95,-76.0,-76.0,True,-76
integer,-48 - -14,-34.0,34.0,False,34
integer,92 - 26,66.0,66.0,True,66
integer,-72 - 34,-106.0,38.0,False,38
integer,-4 - 90,-94.0,-94.0,True,-94
integer,-95 + -39,-134.0,-134.0,True,-134
integer,-22 + 85,63.0,63.0,True,63
integer,21 - -4,25.0,25.0,True,25
integer,-41 + 89,48.0,48.0,True,48
integer,-23 - -33,10.0,-10.0,False,-10
integer,79 - 44,35.0,35.0,True,35
integer,-67 - -39,-28.0,28.0,False,28
integer,25 + 42,67.0,67.0,True,67
integer,-39 - 29,-68.0,10.0,False,10
integer,-58 - -85,27.0,67.0,False,67
integer,-52 - 95,-147.0,-143.0,False,-143
integer,92 + 67,159.0,159.0,True,159
integer,63 - -52,115.0,11.0,False,11
integer,-54 - -92,38.0,-38.0,False,-38
integer,-82 - 37,-119.0,-119.0,True,-119
integer,67 - -62,129.0,5.0,False,5
integer,91 - -49,140.0,40.0,False,40
integer,-30 + 4,-26.0,-26.0,True,-26
integer,18 - 83,-65.0,-65.0,True,-65
integer,-73 - -6,-67.0,67.0,False,67
integer,85 - 53,32.0,32.0,True,32
integer,33 - 53,-20.0,-20.0,True,-20
integer,-51 - -85,34.0,-34.0,False,-34
integer,-40 + -93,-133.0,-133.0,True,-133
integer,82 + -18,64.0,64.0,True,64
integer,-16 + 70,54.0,54.0,True,54
integer,52 + -26,26.0,26.0,True,26
integer,20 + 0,20.0,20.0,True,20
integer,-79 - -29,-50.0,50.0,False,50
integer,33 - -78,111.0,-45.0,False,-45
integer,-36 + 19,-17.0,-17.0,True,-17
integer,-52 + 43,-9.0,-9.0,True,-9
integer,-12 - -69,57.0,39.0,False,39
integer,-53 + -44,-97.0,-97.0,True,-97
integer,-28 + -6,-34.0,-34.0,True,-34
integer,-82 + 90,8.0,8.0,True,8
integer,-65 + 84,19.0,19.0,True,19
integer,34 - 47,-13.0,-13.0,True,-13
integer,-85 - 78,-163.0,7.0,False,7
integer,-7 - 85,-92.0,-92.0,True,-92
integer,22 + 28,50.0,50.0,True,50
integer,-37 + -37,-74.0,-74.0,True,-74
integer,35 + 70,105.0,105.0,True,105
integer,-37 - 19,-56.0,-56.0,True,-56
integer,-70 + -91,-161.0,-161.0,True,-161
integer,33 + -88,-55.0,-55.0,True,-55
integer,95 - 58,37.0,37.0,True,37
integer,21 - -98,119.0,19.0,False,19
integer,-25 - 2,-27.0,-27.0,True,-27
integer,-23 + -37,-60.0,-60.0,True,-60
integer,37 + 47,84.0,84.0,True,84
integer,87 - -15,102.0,72.0,False,72
integer,36 - 92,-56.0,-56.0,True,-56
integer,-40 + 62,22.0,22.0,True,22
integer,49 + -82,-33.0,-33.0,True,-33
integer,20 + -99,-79.0,-79.0,True,-79
integer,55 + 96,151.0,151.0,True,151
integer,-7 - 45,-52.0,-52.0,True,-52
integer,94 - -57,151.0,37.0,False,37
integer,-44 - 55,-99.0,-111.0,False,-111
integer,92 - -2,94.0,94.0,True,94
integer,79 - -28,107.0,51.0,False,51
integer,43 + 75,118.0,118.0,True,118
integer,41 - 80,-39.0,-39.0,True,-39
integer,-61 + -93,-154.0,-154.0,True,-154
integer,88 - -77,165.0,11.0,False,11
integer,-64 + 40,-24.0,-24.0,True,-24
integer,-73 - 100,-173.0,-127.0,False,-127
integer,-57 - 84,-141.0,-127.0,False,-127
integer,-80 + -13,-93.0,-93.0,True,-93
integer,-61 + -94,-155.0,-155.0,True,-155
integer,26 - -52,78.0,-26.0,False,-26
integer,64 - -85,149.0,-21.0,False,-21
integer,16 - 4,12.0,12.0,True,12
integer,56 - 0,56.0,56.0,True,56
integer,84 - -83,167.0,7.0,False,7
integer,-87 + 27,-60.0,40.0,False,40
integer,96 - -23,119.0,119.0,True,119
integer,-8 - 26,-34.0,-34.0,True,-34
integer,8 - 81,-73.0,-73.0,True,-73
integer,92 - -85,177.0,7.0,False,7
integer,-83 + -64,-147.0,-147.0,True,-147
integer,-60 + -29,-89.0,-89.0,True,-89
integer,10 - -30,40.0,20.0,False,20
integer,-69 - -36,-33.0,33.0,False,33
integer,37 + 11,48.0,48.0,True,48
integer,34 - -6,40.0,28.0,False,28
integer,16 - -68,84.0,-52.0,False,-52
integer,57 - -43,100.0,14.0,False,14
integer,-92 - 4,-96.0,-96.0,True,-96
integer,78 - 11,67.0,67.0,True,67
integer,99 - 64,35.0,35.0,True,35
integer,25 - 81,-56.0,-56.0,True,-56
integer,56 + 82,138.0,138.0,True,138
integer,-53 - -26,-27.0,27.0,False,27
integer,42 - 70,-28.0,-28.0,True,-28
integer,52 + 69,121.0,121.0,True,121
integer,-24 + -1,-25.0,-25.0,True,-25
integer,-54 + 47,-7.0,-7.0,True,-7
integer,-42 - 21,-63.0,-61.0,False,-61
integer,87 + -51,36.0,36.0,True,36
integer,-90 - -100,10.0,10.0,True,10
integer,89 - 9,80.0,80.0,True,80
integer,-38 + -62,-100.0,-104.0,False,-104
integer,-57 - -11,-46.0,46.0,False,46
integer,14 + 88,102.0,102.0,True,102
integer,-8 - 55,-63.0,-63.0,True,-63
integer,51 - -49,100.0,2.0,False,2
integer,80 + 1,81.0,81.0,True,81
integer,-69 - -56,-13.0,13.0,False,13
integer,-17 - 74,-91.0,-91.0,True,-91
integer,29 + -21,8.0,8.0,True,8
integer,-18 + -26,-44.0,-44.0,True,-44
integer,68 + 58,126.0,126.0,True,126
integer,-30 - 91,-121.0,-121.0,True,-121
integer,-46 + -20,-66.0,-66.0,True,-66
integer,-100 - 80,-180.0,-180.0,True,-180
integer,76 - -50,126.0,26.0,False,26
integer,22 - 43,-21.0,-21.0,True,-21
integer,59 + 11,70.0,70.0,True,70
integer,81 - -9,90.0,72.0,False,72
integer,88 + -58,30.0,30.0,True,30
integer,72 + -55,17.0,17.0,True,17
integer,95 - 87,8.0,8.0,True,8
integer,-2 + 54,52.0,52.0,True,52
integer,-86 - -85,-1.0,1.0,False,1
integer,47 - -91,138.0,-44.0,False,-44
integer,98 - -88,186.0,106.0,False,106
integer,17 + -13,4.0,4.0,True,4
integer,-60 + 18,-42.0,-42.0,True,-42
integer,42 + 38,80.0,80.0,True,80
integer,7 + -64,-57.0,-57.0,True,-57
integer,35 - -2,37.0,33.0,False,33
integer,-100 + 9,-91.0,-91.0,True,-91
integer,-46 + -46,-92.0,-92.0,True,-92
integer,1 - 92,-91.0,-91.0,True,-91
integer,-9 + -62,-71.0,-71.0,True,-71
integer,6 + 9,15.0,15.0,True,15
integer,25 - -44,69.0,-19.0,False,-19
integer,-78 + 10,-68.0,-68.0,True,-68
integer,-74 - -10,-64.0,-64.0,True,-64
integer,-82 - -12,-70.0,70.0,False,70
integer,-69 + 0,-69.0,-69.0,True,-69
integer,88 - 68,20.0,20.0,True,20
integer,54 + -61,-7.0,-7.0,True,-7
integer,93 - -19,112.0,112.0,True,112
integer,56 - -65,121.0,-9.0,False,-9
integer,-43 - 4,-47.0,-47.0,True,-47
integer,-38 - -76,38.0,-14.0,False,-14
integer,-23 - -19,-4.0,4.0,False,4
integer,27 + -4,23.0,23.0,True,23
integer,-75 - 30,-105.0,-105.0,True,-105
integer,94 - -47,141.0,47.0,False,47
integer,-85 + -87,-172.0,-172.0,True,-172
integer,-82 + -15,-97.0,-97.0,True,-97
integer,85 - -24,109.0,61.0,False,61
integer,-61 + -90,-151.0,-151.0,True,-151
integer,-56 + 2,-54.0,-54.0,True,-54
integer,24 - 43,-19.0,-19.0,True,-19
integer,-18 + 68,50.0,50.0,True,50
integer,26 + 36,62.0,62.0,True,62
integer,-78 - -71,-7.0,7.0,False,7
integer,-57 - 54,-111.0,-3.0,False,-3
integer,64 - 49,15.0,15.0,True,15
integer,-56 - -34,-22.0,22.0,False,22
integer,80 + -89,-9.0,-9.0,True,-9
integer,50 - -33,83.0,17.0,False,17
integer,-36 + -52,-88.0,-88.0,True,-88
integer,29 + 82,111.0,111.0,True,111
integer,40 - -44,84.0,84.0,True,84
integer,-61 - 44,-105.0,-105.0,True,-105
integer,-98 - 57,-155.0,-155.0,True,-155
integer,-12 + 81,69.0,69.0,True,69
integer,-52 - -82,30.0,70.0,False,70
integer,9 - -43,52.0,52.0,True,52
integer,-5 - -93,88.0,-88.0,False,-88
integer,-74 - 56,-130.0,-130.0,True,-130
integer,59 - -40,99.0,19.0,False,19
integer,-77 + 46,-31.0,-31.0,True,-31
integer,69 + 98,167.0,167.0,True,167
integer,62 + -67,-5.0,-5.0,True,-5
integer,69 + 24,93.0,93.0,True,93
integer,-30 + -97,-127.0,-127.0,True,-127
integer,30 - 40,-10.0,-10.0,True,-10
integer,98 - -98,196.0,98.0,False,98
integer,2 - -73,75.0,-71.0,False,-71
integer,-7 + -66,-73.0,-73.0,True,-73
integer,61 + -69,-8.0,-8.0,True,-8
integer,-78 + -79,-157.0,-157.0,True,-157
integer,41 + 65,106.0,106.0,True,106
integer,-13 + -18,-31.0,-31.0,True,-31
integer,70 - 66,4.0,4.0,True,4
integer,-52 - 30,-82.0,-22.0,False,-22
integer,76 + -35,41.0,41.0,True,41
integer,-68 + -75,-143.0,-103.0,False,-103
integer,39 - 43,-4.0,-4.0,True,-4
integer,-18 + -3,-21.0,-21.0,True,-21
integer,-74 - -28,-46.0,46.0,False,46
integer,45 + -5,40.0,40.0,True,40
integer,-56 - -98,42.0,54.0,False,54
integer,39 + 47,86.0,86.0,True,86
integer,48 + 95,143.0,143.0,True,143
integer,-53 + 86,33.0,33.0,True,33
integer,-59 + 12,-47.0,-47.0,True,-47
integer,-3 - -27,24.0,12.0,False,12
integer,62 - 37,25.0,25.0,True,25
integer,-39 + -14,-53.0,-53.0,True,-53
integer,-20 - 96,-116.0,-116.0,True,-116
integer,22 - 6,16.0,16.0,True,16
integer,68 + -23,45.0,45.0,True,45
integer,-19 + -69,-88.0,-88.0,True,-88
integer,-41 - -68,27.0,9.0,False,9
integer,-79 + 85,6.0,6.0,True,6
integer,-3 - -67,64.0,10.0,False,10
integer,99 - -2,101.0,101.0,True,101
integer,-97 - 64,-161.0,-161.0,True,-161
integer,-9 + 53,44.0,44.0,True,44
integer,-26 + 75,49.0,49.0,True,49
integer,26 - -17,43.0,9.0,False,9
integer,-46 - -44,-2.0,2.0,False,2
integer,65 + -82,-17.0,-17.0,True,-17
integer,-89 + 80,-9.0,-9.0,True,-9
integer,97 - -88,185.0,165.0,False,165
integer,56 - -80,136.0,76.0,False,76
integer,-52 - 18,-70.0,-70.0,True,-70
integer,-75 - -62,-13.0,13.0,False,13
integer,36 + 48,84.0,84.0,True,84
integer,89 + 81,170.0,170.0,True,170
integer,-46 + 39,-7.0,-7.0,True,-7
integer,32 + 22,54.0,54.0,True,54
integer,21 - -41,62.0,-20.0,False,-20
integer,-88 + 100,12.0,12.0,True,12
integer,54 - 62,-8.0,-8.0,True,-8
integer,-9 + 100,91.0,91.0,True,91
integer,-96 + -42,-138.0,-138.0,True,-138
integer,-98 - -69,-29.0,27.0,False,27
integer,-93 - -20,-73.0,73.0,False,73
integer,-93 - 71,-164.0,-164.0,True,-164
integer,96 - -13,109.0,83.0,False,83
integer,25 + 61,86.0,86.0,True,86
integer,21 - 28,-7.0,-7.0,True,-7
integer,-94 - 31,-125.0,-125.0,True,-125
integer,-4 + 23,19.0,19.0,True,19
integer,65 - 20,45.0,45.0,True,45
integer,-79 - 82,-161.0,-101.0,False,-101
integer,17 - -12,29.0,25.0,False,25
integer,-92 - 49,-141.0,-141.0,True,-141
integer,72 - 52,20.0,20.0,True,20
integer,87 - 42,45.0,45.0,True,45
integer,-53 + -32,-85.0,-85.0,True,-85
integer,-44 - 6,-50.0,-50.0,True,-50
integer,-28 + 85,57.0,57.0,True,57
integer,79 + 83,162.0,162.0,True,162
integer,-31 + 7,-24.0,-24.0,True,-24
integer,-42 - -21,-21.0,21.0,False,21
integer,-51 - 77,-128.0,-128.0,True,-128
integer,86 + 95,181.0,181.0,True,181
integer,-71 - 94,-165.0,-123.0,False,-123
integer,-62 - -41,-21.0,21.0,False,21
integer,47 + 100,147.0,147.0,True,147
integer,91 + -64,27.0,27.0,True,27
integer,-96 - -59,-37.0,37.0,False,37
integer,72 - 63,9.0,9.0,True,9
integer,-52 - 24,-76.0,-28.0,False,-28
integer,65 - -64,129.0,81.0,False,81
integer,49 - 50,-1.0,-1.0,True,-1
integer,-31 - -47,16.0,78.0,False,78
integer,-21 - 39,-60.0,-60.0,True,-60
integer,-87 - -25,-62.0,62.0,False,62
integer,-6 + -1,-7.0,-7.0,True,-7
integer,36 + 71,107.0,107.0,True,107
integer,95 + -23,72.0,72.0,True,72
integer,63 - -63,126.0,0.0,False,0
integer,63 + -60,3.0,3.0,True,3
integer,95 + -88,7.0,7.0,True,7
integer,-15 + -7,-22.0,-22.0,True,-22
integer,35 + -96,-61.0,-61.0,True,-61
integer,38 + 27,65.0,65.0,True,65
integer,-61 - 84,-145.0,-123.0,False,-123
integer,-4 - 91,-95.0,-95.0,True,-95
integer,-35 + -12,-47.0,-47.0,True,-47
integer,73 - -9,82.0,64.0,False,64
integer,83 + -44,39.0,39.0,True,39
integer,-51 - 22,-73.0,29.0,False,29
integer,13 + -30,-17.0,-17.0,True,-17
integer,33 + 60,93.0,93.0,True,93
integer,-34 - -87,53.0,121.0,False,121
integer,46 - -83,129.0,-37.0,False,-37
integer,70 - -48,118.0,122.0,False,122
integer,24 - 100,-76.0,-76.0,True,-76
integer,-22 - -18,-4.0,4.0,False,4
integer,-35 - -91,56.0,-116.0,False,-116
integer,-60 - 71,-131.0,-131.0,True,-131
integer,-13 + 97,84.0,84.0,True,84
integer,70 + -100,-30.0,-30.0,True,-30
integer,-59 + -20,-79.0,-79.0,True,-79
integer,-54 - -18,-36.0,36.0,False,36
integer,-90 + -16,-106.0,-106.0,True,-106
integer,88 + -48,40.0,40.0,True,40
integer,90 - 45,45.0,45.0,True,45
integer,78 + -92,-14.0,-14.0,True,-14
integer,-4 + 69,65.0,65.0,True,65
integer,-35 + 24,-11.0,-11.0,True,-11
integer,14 + 4,18.0,18.0,True,18
integer,-61 - -9,-52.0,52.0,False,52
integer,5 - -8,13.0,13.0,True,13
integer,99 - 82,17.0,17.0,True,17
integer,86 - 71,15.0,15.0,True,15
integer,-81 - 69,-150.0,12.0,False,12
integer,-95 + -54,-149.0,-149.0,True,-149
integer,-63 + -83,-146.0,-146.0,True,-146
integer,-1 - -98,97.0,97.0,True,97
integer,-77 - 8,-85.0,-85.0,True,-85
integer,67 - -74,141.0,-7.0,False,-7
integer,-74 - 48,-122.0,-122.0,True,-122
integer,100 + 13,113.0,113.0,True,113
integer,70 - -80,150.0,-10.0,False,-10
integer,-47 - -100,53.0,53.0,True,53
integer,29 - -62,91.0,-33.0,False,-33
integer,88 - -78,166.0,10.0,False,10
integer,-57 - 44,-101.0,-101.0,True,-101
integer,-42 + 25,-17.0,-17.0,True,-17
integer,77 + -49,28.0,28.0,True,28
integer,-51 - 79,-130.0,-130.0,True,-130
integer,-83 - -40,-43.0,43.0,False,43
integer,91 - 53,38.0,38.0,True,38
integer,-71 + -23,-94.0,-94.0,True,-94
integer,-44 - 33,-77.0,-77.0,True,-77
integer,-99 - -89,-10.0,10.0,False,10
integer,44 + 96,140.0,140.0,True,140
integer,34 + -20,14.0,14.0,True,14
integer,-15 - 9,-24.0,-24.0,True,-24
integer,19 - 64,-45.0,-45.0,True,-45
integer,-73 - 62,-135.0,-11.0,False,-11
integer,-3 - -77,74.0,80.0,False,80
integer,-35 - -46,11.0,19.0,False,19
integer,-44 + 33,-11.0,-11.0,True,-11
integer,-32 + 30,-2.0,-2.0,True,-2
